	ArticleTitle	Question	Answer	DifficultyFromQuestioner	DifficultyFromAnswerer	ArticleFile
386	duck	What are some economic uses for duck?	being farmed for their meat, eggs, feathers, (particularly their down)	medium	medium	data/set1/a10
387	duck	What allows a duck to filter water out of the side of their beaks and keep food inside?	Tiny rows of plates called lamellae	hard	hard	data/set1/a10
388	duck	What allows a duck to filter water out of the side of their beaks and keep food inside?	tiny rows of plates called lamellae like a whale's baleen	hard	hard	data/set1/a10
389	duck	What expression is part of a conceptual framework for testing computer systems?	Quacks like a duck	hard	hard	data/set1/a10
390	duck	What expression is part of a conceptual framework for testing computer systems?	Quacks like a duck	hard	hard	data/set1/a10
391	duck	"Where did the expression ""a sitting duck"" come from?"	In many areas, wild duckof various species (including ducks farmed and released into the wild) are hunted for food or sport, by shooting, or formerly by decoys.	hard	hard	data/set1/a10
392	duck	"Where did the expression ""a sitting duck"" come from?"	In many areas, wild ducks of various species (including ducks farmed and released into the wild) are hunted for food or sport, by shooting, or formerly by decoys.	hard	hard	data/set1/a10
393	Egypt	Is Egypt bordered by the Gaza Strip?	yes	easy	easy	data/set2/a6
394	Egypt	Is Egypt bordered by the Gaza Strip?	Yes	easy	medium	data/set2/a6
395	Egypt	Is Egypt the most populated country in Africa?	no	easy	medium	data/set2/a6
396	Egypt	Is Egypt the most populated country in Africa?	No	easy	easy	data/set2/a6
397	Egypt	Does Egypt have political influence in the Middle East?	yes	easy	easy	data/set2/a6
398	Egypt	Does Egypt have political influence in the Middle East?	Yes	easy	medium	data/set2/a6
399	Egypt	When was the Six Day War?	1967	medium	easy	data/set2/a6
400	Egypt	When was the Six Day War?	1967	medium	medium	data/set2/a6
401	Egypt	What religions has Egypt outlawed?	All but Christianity, Islam, and Judaism	medium	hard	data/set2/a6
402	Egypt	What religions has Egypt outlawed?	all religions and belief except Islam, Christianity and Judaism	medium	medium	data/set2/a6
403	Egypt	What is the poulation of Egypt?	more than 78 million	medium	easy	data/set2/a6
404	Egypt	What is the poulation of Egypt?	78 million people	medium	hard	data/set2/a6
405	Egypt	Why does most of Egypt's population live near the Nile?	the only arable agricultural land is found there,	hard	medium	data/set2/a6
406	Egypt	Why does most of Egypt's population live near the Nile?	The only arable agricultural land is found there	hard	hard	data/set2/a6
407	Egypt	Are there a large number of Jews living in Egypt today?	no	hard	medium	data/set2/a6
408	Egypt	Are there a large number of Jews living in Egypt today?	No	hard	hard	data/set2/a6
409	Egypt	During what period was Akhenaten a Pharaoh?	The New Kingdom (c.1550&#8722;1070 BC) 	hard	hard	data/set2/a6
410	Egypt	During what period was Akhenaten a Pharaoh?	The New Kingdom	hard	hard	data/set2/a6
411	Egypt	Is Egypt in Asia?	No.	easy	easy	data/set2/a6
412	Egypt	Does Egypt receive the least rainfall in the world?	Yes.	easy	easy	data/set2/a6
413	Egypt	Does Egypt receive the least rainfall in the world?	Yes	easy	easy	data/set2/a6
414	Egypt	Does Egypt's foreign policy operates along moderate lines?	Yes.	easy	easy	data/set2/a6
415	Egypt	Does Egypt's foreign policy operates along moderate lines?	Yes	easy	easy	data/set2/a6
416	Egypt	Since when has Egypt been a republic?	June 18 1953.	medium	medium	data/set2/a6
417	Egypt	Since when has Egypt been a republic?	June 18 1953	medium	medium	data/set2/a6
418	Egypt	When were the Great Sphinx and the Pyramids of Giza built?	During the Old Kingdom.	medium	medium	data/set2/a6
419	Egypt	When were the Great Sphinx and the Pyramids of Giza built?	During the Old Kingdom	medium	medium	data/set2/a6
420	Egypt	What countries border Egypt?	Libya, Sudan, the Gaza Strip and Israel.	medium	hard	data/set2/a6
421	Egypt	What countries border Egypt?	Libya, Sudan, the Gaza Strip and Israel	medium	hard	data/set2/a6
422	Egypt	What is the estimated population of Egypt?	More than 78 million.	hard	hard	data/set2/a6
423	Egypt	What is the estimated population of Egypt?	78 million	hard	hard	data/set2/a6
424	Egypt	Does snow fall in Egypt?	Yes.	hard	hard	data/set2/a6
425	Egypt	Does snow fall in Egypt?	Yes	hard	hard	data/set2/a6
426	Egypt	When did organized agriculture appear in the Nile Valley?	6000 BC.	hard	medium	data/set2/a6
427	Egypt	When did organized agriculture appear in the Nile Valley?	About 6000 BC	hard	medium	data/set2/a6
428	elephant	Are elephants the largest land animals alive today?	yes	easy	easy	data/set1/a5
429	elephant	Are elephants the largest land animals alive today?	yes	easy	easy	data/set1/a5
430	elephant	Can an elephant kill a rhinoceros?	yes	easy	hard	data/set1/a5
431	elephant	Can an elephant kill a rhinoceros?	yes	easy	easy	data/set1/a5
432	elephant	Are elephants good swimmers?	yes	easy	easy	data/set1/a5
433	elephant	Are elephants good swimmers?	yes	easy	easy	data/set1/a5
434	elephant	How many living species of African Elephants are there?	2	medium	hard	data/set1/a5
435	elephant	How many living species of African Elephants are there?	The African Elephant genus contains two (or, arguably, three) living species.	medium	medium	data/set1/a5
436	elephant	How long may elephants live?	70 years	medium	medium	data/set1/a5
437	elephant	How long may elephants live?	As long as 70 years, sometimes longer.	medium	medium	data/set1/a5
438	elephant	Why does the phrase 'elephants never forget' have no metaphorical meaning?	it refers literally to elephants supposedly having an excellent memory	medium	hard	data/set1/a5
439	elephant	Why does the phrase 'elephants never forget' have no metaphorical meaning?	Because it refers literally to elephants supposedly having an excellent memory.	medium	medium	data/set1/a5
440	elephant	How many living species of Asian Elephants are there?	1	hard	hard	data/set1/a5
441	elephant	How many living species of Asian Elephants are there?	one	hard	medium	data/set1/a5
442	elephant	How much do elephants weight at birth?	120 kilograms	hard	medium	data/set1/a5
443	elephant	How much do elephants weight at birth?	At birth it is common for an elephant calf to weigh 120 kilograms (265 lb).	hard	medium	data/set1/a5
444	elephant	What did Aristotle say about elephants?	the beast which passeth all others in wit and mind	hard	hard	data/set1/a5
445	elephant	What did Aristotle say about elephants?	"Aristotle once said the elephant was ""the beast which passeth all others in wit and mind."""	hard	medium	data/set1/a5
446	elephant	Are elephant populations in West Africa generally small and fragmented?	yes	easy	easy	data/set1/a5
447	elephant	Are elephant populations in West Africa generally small and fragmented?	Yes	easy	easy	data/set1/a5
448	elephant	Is the Asian elephant larger than the African?	no	easy	easy	data/set1/a5
449	elephant	Is the Asian elephant larger than the African?	Sometimes	easy	too hard	data/set1/a5
450	elephant	Is an elephant's skin tough?	yes	easy	easy	data/set1/a5
451	elephant	Is an elephant's skin tough?	Yes	easy	easy	data/set1/a5
452	elephant	How do elephants communicate over long distances?	by producing and receiving low frequency sound	medium	medium	data/set1/a5
453	elephant	How do elephants communicate over long distances?	By producing and receiving low-frequency sound (infrasound)	medium	medium	data/set1/a5
454	elephant	When do African elephants lie down?	when they are sick or wounded	medium	medium	data/set1/a5
455	elephant	How long is the elephant's gestation period?	22 months	medium	medium	data/set1/a5
456	elephant	How long is the elephant's gestation period?	22 months	medium	medium	data/set1/a5
457	elephant	How many species of African elephants have been proposed?	three	hard	hard	data/set1/a5
458	elephant	How many species of African elephants have been proposed?	three	hard	hard	data/set1/a5
459	elephant	What are the elephant's ears important for?	temperature regulation	hard	medium	data/set1/a5
460	elephant	What are the elephant's ears important for?	temperature regulation	hard	hard	data/set1/a5
461	elephant	What land animal has the largest brain?	elephant	hard	medium	data/set1/a5
462	elephant	What land animal has the largest brain?	The elephant	hard	hard	data/set1/a5
463	elephant	Are elephants mammals?	yes	easy	easy	data/set1/a5
464	elephant	Are elephants mammals?	Yes	easy	easy	data/set1/a5
465	elephant	Have elephants been used as working animals?	yes	easy	easy	data/set1/a5
466	elephant	Have elephants been used as working animals?	Yes	easy	easy	data/set1/a5
467	elephant	Do they prefer forested areas?	Yes	easy	easy	data/set1/a5
468	elephant	Do they prefer forested areas?	Yes	easy	easy	data/set1/a5
469	elephant	What is the world population of Asian elephants?	60000	medium	medium	data/set1/a5
470	elephant	What is the world population of Asian elephants?	The world population of Asian elephants â also called Indian Elephants or Elephas maximus â is estimated to be around 60,000	medium	medium	data/set1/a5
471	elephant	What part of an elephant is very important for temperature regulation?	Ears	medium	medium	data/set1/a5
472	elephant	What part of an elephant is very important for temperature regulation?	The large flapping ears of an elephant are also very important for temperature regulation.	medium	medium	data/set1/a5
473	elephant	Where was the largest elephant ever recorded shot?	Angola	medium	medium	data/set1/a5
474	elephant	Where was the largest elephant ever recorded shot?	The largest elephant ever recorded was shot in Angola in 1956.	medium	medium	data/set1/a5
475	elephant	Is an Asian elephant smaller than an African elephant?	yes	hard	hard	data/set1/a5
476	elephant	Is an Asian elephant smaller than an African elephant?	Yes	hard	easy	data/set1/a5
477	elephant	What land animal is larger than an elephant?	None	hard	hard	data/set1/a5
478	elephant	What land animal is larger than an elephant?	None, the elephant is the largest land animal.	hard	hard	data/set1/a5
479	elephant	Has tusklessness become a rare abnormality?	No	hard	hard	data/set1/a5
480	elephant	Has tusklessness become a rare abnormality?	No, tusklessness has become a widespread hereditary trait. 	hard	hard	data/set1/a5
481	Finland	Were the treaties signed in 1947 and 1948 with the Ukraine?	no	easy	easy	data/set2/a4
482	Finland	Were the treaties signed in 1947 and 1948 with the Ukraine?	No	easy	easy	data/set2/a4
483	Finland	Is Finnish a member of the Baltic-Finnic subgroup of the Uralic languages?	yes	easy	easy	data/set2/a4
484	Finland	Is Finnish a member of the Baltic-Finnic subgroup of the Uralic languages?	Yes	easy	easy	data/set2/a4
485	Finland	Is the most read newspaper in Finland Taloussanomat?	no	easy	easy	data/set2/a4
486	Finland	Is the most read newspaper in Finland Taloussanomat?	No	easy	easy	data/set2/a4
487	Finland	Which Russian army general conquered Finland in 1809?	Alexander I	medium	hard	data/set2/a4
488	Finland	Which Russian army general conquered Finland in 1809?	Alexander I	medium	medium	data/set2/a4
489	Finland	What is the life expectancy for men in Finland?	75 years	medium	medium	data/set2/a4
490	Finland	What is the life expectancy for men in Finland?	75 years	medium	medium	data/set2/a4
491	Finland	"In what year were the ""Games of the XV Olympiad"" held?"	1952	medium	medium	data/set2/a4
492	Finland	"In what year were the ""Games of the XV Olympiad"" held?"	1952	medium	medium	data/set2/a4
493	Finland	What body of water lies to the south of Finland?	the Gulf of Finland	hard	hard	data/set2/a4
494	Finland	What body of water lies to the south of Finland?	Archipelago Sea	hard	hard	data/set2/a4
495	Finland	Name an animal that is growing in number due to recent conservation efforts	Golden Eagle, Brown Bear, or Eurasian Lynx (Change imperative to interrogative)	hard	hard	data/set2/a4
496	Finland	Name an animal that is growing in number due to recent conservation efforts	Golden Eagle	hard	hard	data/set2/a4
497	Finland	Today, are there more cell phone subscriptions than people in Finland?	yes	hard	too hard	data/set2/a4
498	Finland	Today, are there more cell phone subscriptions than people in Finland?	Yes	hard	hard	data/set2/a4
499	Finland	Is Matti Vanhanen the Prime Minister of Finland?	yes	easy	easy	data/set2/a4
500	Finland	Is Matti Vanhanen the Prime Minister of Finland?	Yes	easy	easy	data/set2/a4
501	Finland	Is the capital city Oslo?	no	easy	easy	data/set2/a4
502	Finland	Is the capital city Oslo?	No	easy	easy	data/set2/a4
503	Finland	Does it have a border with Norway?	yes	easy	medium	data/set2/a4
504	Finland	Does it have a border with Norway?	Yes	easy	easy	data/set2/a4
505	Finland	What is the life expectancy for men?	75 years	medium	medium	data/set2/a4
506	Finland	What is the life expectancy for men?	75 years	medium	medium	data/set2/a4
507	Finland	What is the biggest city in Finland?	Greater Helsinki	medium	hard	data/set2/a4
508	Finland	What is the biggest city in Finland?	the cities of the Greater Helsinki metropolitan area	medium	hard	data/set2/a4
509	Finland	Who is the most popular rock group in Finland?	CMX	medium	medium	data/set2/a4
510	Finland	Who is the most popular rock group in Finland?	CMX	medium	hard	data/set2/a4
511	Finland	What is Finland's economy like?	a highly industrialised, free-market economy	hard	medium	data/set2/a4
512	Finland	Where is Finland located?	Northern Europe	hard	medium	data/set2/a4
513	Finland	Where is Finland located?	Northern Europe	hard	hard	data/set2/a4
514	Finland	What is the weather like in summer?	relatively warm	hard	medium	data/set2/a4
515	Finland	What is the weather like in summer?	relatively warm	hard	medium	data/set2/a4
516	Finland	Does salmon remain the favorite of fly rod enthusiasts?	Yes	easy	easy	data/set2/a4
517	Finland	Does salmon remain the favorite of fly rod enthusiasts?	Yes	easy	easy	data/set2/a4
518	Finland	Are there cathedrals scattered all across Finland?	Yes	easy	easy	data/set2/a4
519	Finland	Are there cathedrals scattered all across Finland?	Yes	easy	easy	data/set2/a4
520	Finland	According to Reader's Digest, is Finland best for living?	Yes	easy	easy	data/set2/a4
521	Finland	According to Reader's Digest, is Finland best for living?	Yes	easy	easy	data/set2/a4
522	Finland	When did the first verifiable written documents appear?	Twelfth Century	medium	medium	data/set2/a4
523	Finland	When did the first verifiable written documents appear?	 The first verifiable written documents appeared in the twelfth century. 	medium	medium	data/set2/a4
524	Finland	What is the capital city?	Helsinki	medium	medium	data/set2/a4
